DISTRICT_NAME	SCHOOL_NAME_LONG	SCHOOL_NAME_SHORT	PHONE_NUMBER	PHYSICAL_ADDRESS	PHYSICAL_CITY	PHYSICAL_STATE	PHYSICAL_ZIP	MAILING_ADDRESS1	MAILING_ADDRESS2	MAILING_CITY	MAILING_STATE	MAILING_ZIP	PRINCIPAL_LAST	PRINCIPAL_FIRST	LATITUDE	LONGITUDE	WEB_ADDRESS	EMAIL_ADDRESS_PRI
BREVARD     	STEPPING STONES CHARTER SCHOOL                                                                      	STEPPING STONES CHARTER SCHOOL               	3217290500	4400 DIXIE HWY NE                                                               	PALM BAY            	FL	32905-4334	"4400 S DIXIE HIGHWAY, NE                "	                                        	PALM BAY            	FL	32905-0000	INFANTE                       	SCOTT               	28.0309	-80.5779	                                                                                                    	                                                                                
BREVARD     	EDUCATIONAL HORIZONS CHARTER                                                                        	EDUCATIONAL HORIZONS CHARTER                 	3217290786	1281 S WICKHAM RD                                                               	WEST MELBOURNE      	FL	32904-2450	1281 S WICKHAM RD                       	                                        	WEST MELBOURNE      	FL	32904-2450	TURNER                        	CHERYL              	28.0866	-80.6722	http://www.educationalhorizons.net                                                                  	turner.cheryl@educationalhorizons.net                                           
BREVARD     	EINSTEIN MONTESSORI                                                                                 	EINSTEIN MONTESSORI                          	3216319876	5650 HWY 520                                                                    	COCOA               	FL	32926-2351	5650 HIGHWAY 520                        	                                        	COCOA               	FL	32926-0000	JUHR                          	PAM                 	28.3605	-80.8162	                                                                                                    	                                                                                
BREVARD     	SUMMIT QUEST CHARTER ACADEMY                                                                        	SUMMIT QUEST CHARTER ACADEMY                 	3217232523	702 E. NEW HAVEN AVE                                                            	MELBOURNE           	FL	32901-0000	P. O. BOX 2798                          	                                        	MELBOURNE           	FL	32901-0000	WARREN                        	DREW                	0	0	                                                                                                    	                                                                                
BREVARD     	IMAGINE SCHOOLS AT WEST MELBOURNE                                                                   	IMAGINE SCHOOLS AT WEST MELBOURNE            	3217686200	3355 IMAGINE WAY                                                                	WEST MELBOURNE      	FL	32904-9112	3355 IMAGINE WAY                        	                                        	WEST MELBOURNE      	FL	32904-9112	DEGONZAGUE                    	BRIAN               	28.1007	-80.7	http://www.imaginewestmelbourne.org                                                                 	Brian.DeGonzague@imagineschools.com                                             
BREVARD     	OAKWOOD ACADEMY                                                                                     	OAKWOOD ACADEMY                              	3217230442	7145 S BABCOCK ST SE                                                            	PALM BAY            	FL	32909-5462	7145 S BABCOCK ST SE                    	                                        	PALM BAY            	FL	32909-5462	VERNON                        	TRESA               	27.9669	-80.623	                                                                                                    	                                                                                
BREVARD     	OSPREY ELEMENTARY SCHOOL                                                                            	OSPREY ELEMENTARY SCHOOL                     	8772580060	720 ROY WALL RD                                                                 	ROCKLEDGE           	FL	32955-6212	720 ROY WALL BLVD                       	                                        	ROCKLEDGE           	FL	32955-6212	HALSTEAD                      	DEBRA               	28.303	-80.724	                                                                                                    	                                                                                
BREVARD     	SAWGRASS ACADEMY                                                                                    	SAWGRASS ACADEMY                             	8772580060	720 ROY WALL RD                                                                 	ROCKLEDGE           	FL	32955-6212	720 ROY WALL BLVD                       	                                        	ROCKLEDGE           	FL	32955-6212	KARVIS                        	JEANETTE            	28.303	-80.724	                                                                                                    	                                                                                
BREVARD     	PALM BAY COMMUNITY CHARTER-PATRIOT CAMPUS                                                           	PALM BAY COMMUNITY CHARTER-PATRIOT CAMPUS    	3214094500	1350 WYOMING DR                                                                 	PALM BAY            	FL	32909-5757	1350 WYOMING DR SE                      	                                        	PALM BAY            	FL	32909-5757	CALVO                         	DAVID               	27.9525	-80.632	http//www.palmbaycharter.net                                                                        	calvo.david@brevard.k12.fl.us                                                   
BREVARD     	PALM BAY MUNICIPAL CHARTER HIGH SCHOOL                                                              	PALM BAY MUNICIPAL CHARTER HIGH SCHOOL       	3214094500	1350 WYOMING DR                                                                 	PALM BAY            	FL	32909-5757	1350 WYOMING DR SE                      	                                        	PALM BAY            	FL	32909-5757	CALVO                         	DAVID               	27.9525	-80.632	http//www.palmbaycharter.net                                                                        	calvo.david@brevard.k12.fl.us                                                   
BREVARD     	EMMA JEWEL CHARTER ACADEMY                                                                          	EMMA JEWEL CHARTER ACADEMY                   	3216529676	705 BLAKE AVE                                                                   	COCOA               	FL	32922-7100	705 BLAKE AVE                           	                                        	COCOA               	FL	32922-7100	COLE                          	THOMAS              	28.351	-80.739	http://emmajewelcharter.net                                                                         	Thomas.Cole@emmajewelcharter.com                                                
BREVARD     	VIERA CHARTER SCHOOL                                                                                	VIERA CHARTER SCHOOL                         	3215411434	6206 BRESLAY DR                                                                 	VIERA               	FL	32940	6206 BRESLAY DR                         	                                        	VIERA               	FL	32940	CADY                          	JULIE               	28.25899	-80.74376	www.vieracharterschool.com                                                                          	jcady@vieracharterschool.com                                                    
BREVARD     	ODYSSEY PREPARATORY CHARTER ACADEMY                                                                 	ODYSSEY PREPARATORY CHARTER ACADEMY          	3213454117	1350 WYOMING DR SE                                                              	PALM BAY            	FL	32909-5757	1350 WYOMING DR SE                      	                                        	PALM BAY            	FL	32909-5757	REVIS                         	REGGIE              	27.94975	-80.63175	odysseyprepacademy.com                                                                              	revisr@odysseyprepacademy.com                                                   
BREVARD     	ODYSSEY SPACE COAST ACADEMY                                                                         	ODYSSEY SPACE COAST ACADEMY                  	3216768737	1350 WYOMING DR SE                                                              	PALM BAY            	FL	32909	1350 WYOMING DR SE                      	                                        	PALM BAY            	FL	32909	NOLDER                        	WENDI               	0	0	www.odysseyspacecoast.com                                                                           	info@odysseyspacecoast.com                                                      
BREVARD     	BREVARD VIRTUAL INSTRUCTION PROGRAM                                                                 	BREVARD VIRTUAL INSTRUCTION PROGRAM          	3216333660	1225 CLEARLAKE RD                                                               	COCOA               	FL	32922-6403	1225 CLEARLAKE RD                       	                                        	COCOA               	FL	32922-6403	PRICE                         	HEATHER             	28.37569	-80.75717	http://www.brevardschools.org                                                                       	price.heather@brevardschools.org                                                
BREVARD     	BREVARD VIRTUAL FRANCHISE                                                                           	BREVARD VIRTUAL FRANCHISE                    	3216333660	1225 CLEARLAKE RD                                                               	COCOA               	FL	32922-6403	1225 CLEARLAKE RD                       	                                        	COCOA               	FL	32922-6403	PRICE                         	HEATHER             	28.37569	-80.75717	http://www.brevardschools.org                                                                       	price.heather@brevardschools.org                                                
BREVARD     	BREVARD VIRTUAL INSTRUCTION (COURSE OFFERINGS)                                                      	BREVARD VIRTUAL INSTRUC (COURSE OFFERINGS)   	3216333660	1225 CLEARLAKE RD                                                               	COCOA               	FL	32922-6403	1225 CLEARLAKE RD                       	                                        	COCOA               	FL	32922-6403	PRICE                         	HEATHER             	28.37569	-80.75717	http://www.brevardschools.org                                                                       	price.heather@brevardschools.org                                                
BREVARD     	BREVARD VIRTUAL ESCHOOL                                                                             	BREVARD VIRTUAL ESCHOOL                      	3216333660	1225 CLEARLAKE RD                                                               	COCOA               	FL	32922-6403	1225 CLEARLAKE RD                       	                                        	COCOA               	FL	32922-6403	PRICE                         	HEATHER             	28.37569	-80.75717	http://www.brevardschools.org                                                                       	price.heather@brevardschools.org                                                
BREVARD     	BREVARD COUNTY SUPERINTENDENT'S OFFICE                                                              	BREVARD COUNTY SUPT'S OFFICE                 	3216331000	2700 JUDGE FRAN JAMIESON WAY                                                    	VIERA               	FL	32940-6601	2700 JUDGE FRAN JAMIESON WAY            	                                        	VIERA               	FL	32940-6601	BINGGELI                      	BRIAN               	28.2488	-80.737	http://www.brevardschools.org                                                                       	Binggeli.brian@brevardschools.org                                               
BREVARD     	CONTRACTED RESIDENTIAL SERVICES                                                                     	CONTRACTED RESIDENTIAL SERVICES              	0	                                                                                	                    	  	          	                                        	                                        	                    	  	          	                              	                    	0	0	                                                                                                    	                                                                                
BREVARD     	HUMAN RESOURCES                                                                                     	HUMAN RESOURCES                              	3216311911	2700 JUDGE FRAN JAMIESON WAY                                                    	VIERA               	FL	32940-6601	2700 JUDGE FRAN JAMIESON WAY            	                                        	VIERA               	FL	32940-6601	BERRY                         	LEROY               	0	0	http://www.brevardschools.org                                                                       	berryl@brevard.k12.fl.us                                                        
BREVARD     	ADULT/COMMUNITY EDUCATION                                                                           	ADULT/COMMUNITY EDUCATION                    	0	                                                                                	                    	  	00000-0000	                                        	                                        	                    	  	00000-0000	                              	                    	0	0	                                                                                                    	                                                                                
BREVARD     	MIGRANT NON-ENROLLED STUDENTS                                                                       	MIGRANT NON-ENROLLED STUDENTS                	3216311911	2700 JUDGE FRAN JAMIESON WAY                                                    	VIERA               	FL	32940-6601	2700 JUDGE FRAN JAMIESON WAY            	                                        	VIERA               	FL	32940-6601	BINGGELI                      	BRIAN               	28.2486	-80.7362	http://www.brevardschools.org                                                                       	binggelib@brevard.k12.fl.us                                                     
BREVARD     	HOME EDUCATION PROGRAM STUDENTS                                                                     	HOME EDUC PROGRAM STUDENTS                   	3216331000	2700 JUDGE FRAN JAMIESON WAY                                                    	VIERA               	FL	32940-6601	2700 JUDGE FRAN JAMIESON WAY            	                                        	VIERA               	FL	32940-6601	THEDY                         	BETH                	28.2486	-80.73611	                                                                                                    	Thedy.Beth@brevardschools.org                                                   
BROWARD     	DEERFIELD BEACH ELEMENTARY SCHOOL                                                                   	DEERFIELD BEACH ELEMENTARY SCHOOL            	7543226100	650 NE 1ST ST                                                                   	DEERFIELD BEACH     	FL	33441-3507	650 NE 1ST ST                           	                                        	DEERFIELD BEACH     	FL	33441-3507	THURSTON                      	VICTORIA            	26.32	-80.0942	                                                                                                    	                                                                                
BROWARD     	POMPANO BEACH MIDDLE SCHOOL                                                                         	POMPANO BEACH MIDDLE SCHOOL                  	7543224200	310 NE 6TH ST                                                                   	POMPANO BEACH       	FL	33060-6208	310 NE 6TH ST                           	                                        	POMPANO BEACH       	FL	33060-6208	BRAZIEL                       	SONJA               	26.2357	-80.12	                                                                                                    	                                                                                
BROWARD     	OAKLAND PARK ELEMENTARY SCHOOL                                                                      	OAKLAND PARK ELEMENTARY SCHOOL               	7543227500	936 NE 33RD ST                                                                  	OAKLAND PARK        	FL	33334-2716	936 NE 33RD ST                          	                                        	OAKLAND PARK        	FL	33334-2716	GARCIA                        	MICHELLE            	26.1683	-80.1358	                                                                                                    	                                                                                
BROWARD     	NORTH SIDE ELEMENTARY SCHOOL                                                                        	NORTH SIDE ELEMENTARY SCHOOL                 	7543227450	120 NE 11TH ST                                                                  	FORT LAUDERDALE     	FL	33304-1927	120 NE 11TH ST                          	                                        	FORT LAUDERDALE     	FL	33304-1927	SHEARER                       	IRINA               	26.1383	-80.143	                                                                                                    	                                                                                
BROWARD     	ADULT CENTER                                                                                        	ADULT CENTER                                 	0	                                                                                	BROWARD COUNTY      	FL	00000-0000	                                        	                                        	BROWARD COUNTY      	FL	00000-0000	          	          	0	0	                                                                                                    	                                                                                
BROWARD     	DANIA ELEMENTARY SCHOOL                                                                             	DANIA ELEMENTARY SCHOOL                      	7543235350	300 SE 2ND AVE                                                                  	DANIA BEACH         	FL	33004-4112	300 SE 2ND AVE                          	                                        	DANIA BEACH         	FL	33004-4112	JACKSON                       	LEWIS               	26.0467	-80.1423	                                                                                                    	                                                                                
BROWARD     	HOLLYWOOD HILLS ELEMENTARY SCHOOL                                                                   	HOLLYWOOD HILLS ELEM. SCHOOL                 	7543236200	3501 TAFT ST                                                                    	HOLLYWOOD           	FL	33021-4806	3501 TAFT ST                            	                                        	HOLLYWOOD           	FL	33021-4806	ROBERTS                       	VERED               	26.0256	-80.1798	                                                                                                    	                                                                                
BROWARD     	HOLLYWOOD CENTRAL ELEMENTARY SCHOOL                                                                 	HOLLYWOOD CENTRAL ELEM. SCHOOL               	7543236150	1700 MONROE ST                                                                  	HOLLYWOOD           	FL	33020-5539	1700 MONROE ST                          	                                        	HOLLYWOOD           	FL	33020-5539	DECEMBERT                     	DELICIA             	26.0075	-80.1419	                                                                                                    	                                                                                
BROWARD     	HALLANDALE ELEMENTARY SCHOOL                                                                        	HALLANDALE ELEMENTARY SCHOOL                 	7543235950	900 SW 8TH ST                                                                   	HALLANDALE BEACH    	FL	33009-6850	900 SW 8TH ST                           	                                        	HALLANDALE BEACH    	FL	33009-6850	ITTY                          	LEENA               	25.9787	-80.158	                                                                                                    	                                                                                
BROWARD     	RIVERLAND ELEMENTARY SCHOOL                                                                         	RIVERLAND ELEMENTARY SCHOOL                  	7543237200	2600 SW 11TH CT                                                                 	FORT LAUDERDALE     	FL	33312-3012	2600 SW 11TH CT                         	                                        	FORT LAUDERDALE     	FL	33312-3012	GIL                           	OSLAY               	26.1089	-80.1763	                                                                                                    	                                                                                
BROWARD     	WEST HOLLYWOOD ELEMENTARY SCHOOL                                                                    	WEST HOLLYWOOD ELEMENTARY SCHOOL             	7543237850	6301 HOLLYWOOD BLVD                                                             	HOLLYWOOD           	FL	33024-7719	6301 HOLLYWOOD BLVD                     	                                        	HOLLYWOOD           	FL	33024-7719	ZEKOFSKY                      	AIMEE               	26.0112	-80.2148	                                                                                                    	                                                                                
BROWARD     	SOUTH BROWARD HIGH SCHOOL                                                                           	SOUTH BROWARD HIGH SCHOOL                    	7543231800	1901 N FEDERAL HWY                                                              	HOLLYWOOD           	FL	33020-2223	1901 N FEDERAL HWY                      	                                        	HOLLYWOOD           	FL	33020-2223	AWOFADEJU                     	OLAYEMI             	26.0291	-80.1424	                                                                                                    	                                                                                
BROWARD     	POMPANO MULTI-PURPOSE EDUCATION CENTER                                                              	POMPANO MULTI-PURPOSE ED CTR                 	0	                                                                                	POMPANO BEACH       	FL	33060-6536	1400 N.E. 6TH STREET                    	                                        	POMPANO BEACH       	FL	33060-6536	                              	                    	0	0	                                                                                                    	                                                                                
BROWARD     	OFF-CAMPUS ALTERNATIVE PROGRAMS                                                                     	OFF-CAMPUS ALTERNATIVE PROGRAM               	0	                                                                                	POMPANO BEACH       	FL	33060-6536	"1400 N.E. 6TH STREET, #B                "	                                        	POMPANO BEACH       	FL	33060-6536	          	                    	0	0	                                                                                                    	                                                                                
BROWARD     	POMPANO MULTI-PURPOSE EDUCATION CENTER                                                              	POMPANO MULTI-PURPOSE ED. CEN.               	9547867630	                                                                                	POMPANO BEACH       	FL	33060-0000	1400 NE 6TH ST                          	                                        	POMPANO BEACH       	FL	33060-0000	WILHOIT                       	LINDA               	0	0	                                                                                                    	                                                                                
BROWARD     	POMPANO BEACH HIGH SCHOOL                                                                           	POMPANO BEACH H. S.                          	7543222000	600 NE 13TH AVE                                                                 	POMPANO BEACH       	FL	33060-6466	600 NE 13TH AVE                         	                                        	POMPANO BEACH       	FL	33060-6466	THOMAS                        	HUDSON              	26.2367	-80.1084	                                                                                                    	                                                                                
BROWARD     	WILTON MANORS ELEMENTARY SCHOOL                                                                     	WILTON MANORS ELEMENTARY SCHOOL              	7543228950	2401 NE 3RD AVE                                                                 	WILTON MANORS       	FL	33305-1007	2401 NE 3RD AVE                         	                                        	WILTON MANORS       	FL	33305-1007	HOLTZ                         	MELISSA             	26.1581	-80.1426	                                                                                                    	                                                                                
BROWARD     	BENNETT ELEMENTARY SCHOOL                                                                           	BENNETT ELEMENTARY SCHOOL                    	7543225450	1755 NE 14TH ST                                                                 	FORT LAUDERDALE     	FL	33304-1840	1755 NE 14TH ST                         	                                        	FORT LAUDERDALE     	FL	33304-1840	CARNEY                        	CHRIS               	26.1451	-80.1235	                                                                                                    	                                                                                
BROWARD     	STRANAHAN HIGH SCHOOL                                                                               	STRANAHAN HIGH SCHOOL                        	7543232100	1800 SW 5TH PL                                                                  	FORT LAUDERDALE     	FL	33312-7610	1800 SW 5TH PL                          	                                        	FORT LAUDERDALE     	FL	33312-7610	OWENS                         	DEBORAH             	26.112	-80.166	                                                                                                    	                                                                                
BROWARD     	ADULT & VOCATIONAL OFF-CAMPUS PROGRAMS                                                              	ADULT & VOC OFF CAMPUS PROG                  	0	                                                                                	FT LAUDERDALE       	FL	33312-7610	1800 S.W. 5TH PL.                       	                                        	FT LAUDERDALE       	FL	33312-7610	          	          	0	0	                                                                                                    	                                                                                
BROWARD     	CROISSANT PARK ELEMENTARY SCHOOL                                                                    	CROISSANT PARK ELEMENTARY SCHOOL             	7543235300	1800 SW 4TH AVE                                                                 	FORT LAUDERDALE     	FL	33315-2114	1800 SW 4TH AVE                         	                                        	FORT LAUDERDALE     	FL	33315-2114	MARADIAGA                     	JAMIE               	26.0981	-80.1463	                                                                                                    	                                                                                
BROWARD     	COLBERT ELEMENTARY SCHOOL                                                                           	COLBERT ELEMENTARY SCHOOL                    	7543235100	2701 PLUNKETT ST                                                                	HOLLYWOOD           	FL	33020-5715	2701 PLUNKETT ST                        	                                        	HOLLYWOOD           	FL	33020-5715	YACKEL                        	PATRICIA            	26.0006	-80.1615	                                                                                                    	                                                                                
BROWARD     	MCARTHUR HIGH SCHOOL                                                                                	MCARTHUR HIGH SCHOOL                         	7543231200	6501 HOLLYWOOD BLVD                                                             	HOLLYWOOD           	FL	33024-7647	6501 HOLLYWOOD BLVD                     	                                        	HOLLYWOOD           	FL	33024-7647	LAPACE                        	TODD                	26.0108	-80.2176	                                                                                                    	                                                                                
BROWARD     	SUNRISE MIDDLE SCHOOL                                                                               	SUNRISE MIDDLE SCHOOL                        	7543224700	1750 NE 14TH ST                                                                 	FORT LAUDERDALE     	FL	33304-1843	1750 NE 14TH ST                         	                                        	FORT LAUDERDALE     	FL	33304-1843	WALKER                        	MICHAEL             	26.144	-80.1237	                                                                                                    	                                                                                
BROWARD     	DILLARD ELEMENTARY SCHOOL                                                                           	DILLARD ELEMENTARY SCHOOL                    	7543226200	2330 NW 12TH CT                                                                 	FORT LAUDERDALE     	FL	33311-5237	2330 NW 12TH CT                         	                                        	FORT LAUDERDALE     	FL	33311-5237	BROWN                         	ANGELA              	26.1404	-80.1733	                                                                                                    	                                                                                
BROWARD     	NORTH AREA ADULT EDUCATION                                                                          	NORTH AREA ADULT EDUCATION                   	9549772258	                                                                                	POMPANO BEACH       	FL	33060-1803	2600 NW 9 COURT.                        	                                        	POMPANO BEACH       	FL	33060-1803	                              	                    	0	0	                                                                                                    	                                                                                
BROWARD     	WALKER ELEMENTARY SCHOOL (MAGNET)                                                                   	WALKER ELEMENTARY (MAGNET)                   	7543228800	1001 NW 4TH ST                                                                  	FORT LAUDERDALE     	FL	33311-8935	1001 NW 4TH ST                          	                                        	FORT LAUDERDALE     	FL	33311-8935	MAYS                          	LISA                	26.1262	-80.1563	                                                                                                    	                                                                                
BROWARD     	COLLINS ELEMENTARY SCHOOL                                                                           	COLLINS ELEMENTARY SCHOOL                    	7543235150	1050 NW 2ND ST                                                                  	DANIA BEACH         	FL	33004-2771	1050 NW 2ND ST                          	                                        	DANIA BEACH         	FL	33004-2771	PASTEUR                       	LINCOLN             	26.056	-80.1505	                                                                                                    	                                                                                
BROWARD     	BETHUNE MARY M ELEMENTARY SCHOOL                                                                    	BETHUNE MARY M ELEMENTARY SCHOOL             	7543234900	2400 MEADE ST                                                                   	HOLLYWOOD           	FL	33020-1246	2400 MEADE ST                           	                                        	HOLLYWOOD           	FL	33020-1246	ALVAREZ                       	MICHELLE            	26.0452	-80.1546	                                                                                                    	                                                                                
BROWARD     	ATTUCKS MIDDLE SCHOOL                                                                               	ATTUCKS MIDDLE SCHOOL                        	7543233000	3500 N 22ND AVE                                                                 	HOLLYWOOD           	FL	33020-1206	3500 N 22ND AVE                         	                                        	HOLLYWOOD           	FL	33020-1206	EVANS                         	ERROL               	26.0437	-80.1528	                                                                                                    	                                                                                
BROWARD     	BLANCHE ELY HIGH SCHOOL                                                                             	BLANCHE ELY HIGH SCHOOL                      	7543220950	1201 NW 6TH AVE                                                                 	POMPANO BEACH       	FL	33060-5318	1201 NW 6TH AVE                         	                                        	POMPANO BEACH       	FL	33060-5318	JOHNSON                       	KARLTON             	26.2414	-80.1328	                                                                                                    	                                                                                
BROWARD     	DILLARD  6-12                                                                                       	DILLARD  6-12                                	7543220800	2501 NW 11TH ST                                                                 	FORT LAUDERDALE     	FL	33311-5702	2501 NW 11TH ST                         	                                        	FORT LAUDERDALE     	FL	33311-5702	ROBINSON                      	CASSANDRA           	26.139	-80.1756	                                                                                                    	                                                                                
BROWARD     	DEERFIELD PARK ELEMENTARY SCHOOL                                                                    	DEERFIELD PARK ELEMENTARY SCHL               	7543226150	650 SW 3RD AVE                                                                  	DEERFIELD BEACH     	FL	33441-4650	650 SW 3RD AVE                          	                                        	DEERFIELD BEACH     	FL	33441-4650	REID                          	JOCELYN             	26.3096	-80.1067	                                                                                                    	                                                                                
BROWARD     	HALLANDALE HIGH SCHOOL                                                                              	HALLANDALE HIGH SCHOOL                       	7543230900	720 NW 9TH AVE                                                                  	HALLANDALE BEACH    	FL	33009-2141	720 NW 9TH AVE                          	                                        	HALLANDALE BEACH    	FL	33009-2141	ECKHARDT                      	ESTELLA             	25.9934	-80.1619	                                                                                                    	                                                                                
BROWARD     	LANIER-JAMES EDUCATION CENTER                                                                       	LANIER-JAMES EDUCATION CENTER                	7543217350	1050 NW 7TH CT                                                                  	HALLANDALE BEACH    	FL	33009-2107	1050 NW 7TH CT                          	                                        	HALLANDALE BEACH    	FL	33009-2107	LEE                           	KELVIN              	25.9938	-80.1647	                                                                                                    	KELVIN.LEE@BROWARDSCHOOLS.COM                                                   
BROWARD     	EDGEWOOD ELEMENTARY SCHOOL                                                                          	EDGEWOOD ELEMENTARY SCHOOL                   	9547656858	                                                                                	FORT LAUDERDALE     	FL	33315-2854	1300 S.W. 32ND COURT                    	                                        	FORT LAUDERDALE     	FL	33315-2854	                              	                    	0	0	                                                                                                    	                                                                                
BROWARD     	SUNSET SCHOOL                                                                                       	SUNSET SCHOOL                                	7543217450	3775 SW 16TH ST                                                                 	FORT LAUDERDALE     	FL	33312-3523	3775 SW 16TH ST                         	                                        	FORT LAUDERDALE     	FL	33312-3523	COTTRELL                      	DONALD              	26.1016	-80.1982	                                                                                                    	                                                                                
BROWARD     	LAUDERDALE MANORS ELEMENTARY                                                                        	LAUDERDALE MANORS ELEMENTARY                 	7543226650	1400 NW 14TH CT                                                                 	FORT LAUDERDALE     	FL	33311-5426	1400 NW 14TH CT                         	                                        	FORT LAUDERDALE     	FL	33311-5426	BAILEY                        	SHARONDA            	26.1432	-80.1614	http://www.lauderdalemanorselem.com/                                                                	                                                                                
BROWARD     	ROGERS MIDDLE SCHOOL                                                                                	ROGERS MIDDLE SCHOOL                         	0	                                                                                	FT. LAUDERDALE      	FL	33315-2628	700 S.W. 26TH STREET                    	                                        	FT. LAUDERDALE      	FL	33315-2628	                              	                    	0	0	                                                                                                    	                                                                                
BROWARD     	WHIDDON RODGERS EDUCATION CENTER                                                                    	WHIDDON RODGERS ED. CENTER                   	7543217550	700 SW 26TH ST                                                                  	FORT LAUDERDALE     	FL	33315-2628	700 SW 26TH ST                          	                                        	FORT LAUDERDALE     	FL	33315-2628	WATKINS                       	DAVID               	26.0904	-80.1503	                                                                                                    	DAVID.WATKINS@BROWARDSCHOOLS.COM                                                
BROWARD     	OAKRIDGE ELEMENTARY SCHOOL                                                                          	OAKRIDGE ELEMENTARY SCHOOL                   	7543236700	1507 N 28TH AVE                                                                 	HOLLYWOOD           	FL	33020-2922	1507 N 28TH AVE                         	                                        	HOLLYWOOD           	FL	33020-2922	FRIEDMAN                      	DEBRA               	26.024	-80.1625	                                                                                                    	                                                                                
BROWARD     	OLSEN MIDDLE SCHOOL                                                                                 	OLSEN MIDDLE SCHOOL                          	7543233800	330 SE 11TH TER                                                                 	DANIA BEACH         	FL	33004-5200	330 SE 11TH TER                         	                                        	DANIA BEACH         	FL	33004-5200	THOMAS                        	VALERIE             	26.0369	-80.139	                                                                                                    	                                                                                
BROWARD     	MCNICOL MIDDLE SCHOOL                                                                               	MCNICOL MIDDLE SCHOOL                        	7543233400	1602 S 27TH AVE                                                                 	HOLLYWOOD           	FL	33020-5749	1602 S 27TH AVE                         	                                        	HOLLYWOOD           	FL	33020-5749	HAMM                          	HORACE              	25.997	-80.1614	                                                                                                    	                                                                                
BROWARD     	HARBORDALE ELEMENTARY SCHOOL                                                                        	HARBORDALE ELEMENTARY SCHOOL                 	7543236050	900 SE 15TH ST                                                                  	FORT LAUDERDALE     	FL	33316-2618	900 SE 15TH ST                          	                                        	FORT LAUDERDALE     	FL	33316-2618	BUCOLO                        	THERESA             	26.1026	-80.1335	                                                                                                    	                                                                                
BROWARD     	BROWARD ESTATES ELEMENTARY SCHOOL                                                                   	BROWARD ESTATES ELEMENTARY SCHOOL            	7543225550	441 NW 35TH AVE                                                                 	LAUDERHILL          	FL	33311-8329	441 NW 35TH AVE                         	                                        	LAUDERHILL          	FL	33311-8329	HUNT                          	CYNTHERIA           	26.1254	-80.1948	                                                                                                    	                                                                                
BROWARD     	WATKINS ELEMENTARY SCHOOL                                                                           	WATKINS ELEMENTARY SCHOOL                    	7543237800	3520 SW 52ND AVE                                                                	PEMBROKE PARK       	FL	33023-5421	3520 SW 52ND AVE                        	                                        	PEMBROKE PARK       	FL	33023-5421	MENDEZ                        	LORI                	25.9781	-80.1955	                                                                                                    	                                                                                
